Job_ID,Order_ID,Job_Status,Start_Time,Estimated_End_Time,Actual_End_Time,Resources_Available,Dependencies,Location,Delay_Flag,Delay_Reason
J1555,O5363,Completed,2025-07-11 07:00:00,2025-07-11 16:00:00,2025-07-11 15:31:00,No,J1248,Mumbai,0,
J1556,O5365,Completed,2025-07-05 07:00:00,2025-07-05 19:00:00,2025-07-05 18:43:00,Yes,,Bengaluru,0,
J1557,O5087,Completed,2025-07-20 01:00:00,2025-07-20 08:00:00,2025-07-20 07:42:00,Yes,J1400,Delhi,0,
J1558,O5086,In_Progress,2025-07-22 00:00:00,2025-07-22 11:00:00,,Yes,J1451,Delhi,0,
J1559,O5183,Completed,2025-07-07 00:00:00,2025-07-07 11:00:00,2025-07-07 13:16:00,No,,Mumbai,1,Equipment failure
J1560,O5024,Completed,2025-07-26 08:00:00,2025-07-26 19:00:00,2025-07-26 18:18:00,Yes,,Hyderabad,0,
J1561,O5459,In_Progress,2025-07-13 04:00:00,2025-07-13 13:00:00,,No,J1004,Delhi,0,
J1562,O5024,In_Progress,2025-07-25 03:00:00,2025-07-25 10:00:00,,No,,Bengaluru,0,
J1563,O5122,In_Progress,2025-07-03 00:00:00,2025-07-03 09:00:00,,Yes,J1014,Mumbai,0,
J1564,O5172,In_Progress,2025-07-22 01:00:00,2025-07-22 08:00:00,,Yes,,Mumbai,0,
J1565,O5049,In_Progress,2025-07-06 02:00:00,2025-07-06 08:00:00,,Yes,,Hyderabad,0,
J1566,O5055,In_Progress,2025-07-11 08:00:00,2025-07-11 19:00:00,,Yes,J1212,Pune,0,
J1567,O5478,Completed,2025-07-13 06:00:00,2025-07-13 12:00:00,2025-07-13 11:46:00,Yes,J1365,Chennai,0,
J1568,O5165,Completed,2025-07-01 06:00:00,2025-07-01 17:00:00,2025-07-01 16:40:00,Yes,J1217,Mumbai,0,
J1569,O5234,Completed,2025-07-03 04:00:00,2025-07-03 15:00:00,2025-07-03 14:21:00,Yes,,Mumbai,0,
J1570,O5034,Completed,2025-07-14 04:00:00,2025-07-14 16:00:00,2025-07-14 18:33:00,No,,Mumbai,1,Traffic
J1571,O5052,Not_Started,2025-07-18 02:00:00,2025-07-18 10:00:00,,Yes,,Hyderabad,0,
J1572,O5307,Completed,2025-07-21 06:00:00,2025-07-21 17:00:00,2025-07-21 16:01:00,Yes,,Pune,0,
J1573,O5355,Completed,2025-07-11 02:00:00,2025-07-11 13:00:00,2025-07-11 15:56:00,Yes,,Mumbai,1,Dependency delay
J1574,O5341,In_Progress,2025-07-03 05:00:00,2025-07-03 11:00:00,,Yes,,Bengaluru,0,
J1575,O5299,Completed,2025-07-13 08:00:00,2025-07-13 19:00:00,2025-07-13 18:13:00,Yes,J1013,Bengaluru,0,
J1576,O5119,Not_Started,2025-07-20 01:00:00,2025-07-20 09:00:00,,Yes,J1438,Delhi,0,
J1577,O5387,Completed,2025-07-20 01:00:00,2025-07-20 07:00:00,2025-07-20 06:52:00,Yes,,Mumbai,0,
J1578,O5151,In_Progress,2025-07-05 06:00:00,2025-07-05 13:00:00,,Yes,,Mumbai,0,
J1579,O5121,Not_Started,2025-07-20 07:00:00,2025-07-20 18:00:00,,Yes,,Hyderabad,0,
J1580,O5068,Completed,2025-07-11 00:00:00,2025-07-11 10:00:00,2025-07-11 11:46:00,Yes,,Pune,1,Dependency delay
J1581,O5117,Not_Started,2025-07-11 05:00:00,2025-07-11 12:00:00,,No,J1055,Hyderabad,0,
J1582,O5464,Completed,2025-07-08 03:00:00,2025-07-08 13:00:00,2025-07-08 14:37:00,Yes,,Hyderabad,1,Power outage
J1583,O5226,Completed,2025-07-01 01:00:00,2025-07-01 13:00:00,2025-07-01 12:29:00,Yes,J1197,Hyderabad,0,
J1584,O5026,Not_Started,2025-07-05 03:00:00,2025-07-05 10:00:00,,Yes,J1562,Hyderabad,0,
J1585,O5425,Completed,2025-07-08 08:00:00,2025-07-08 14:00:00,2025-07-08 13:33:00,Yes,,Mumbai,0,
J1586,O5159,Completed,2025-07-24 03:00:00,2025-07-24 10:00:00,2025-07-24 11:48:00,Yes,,Mumbai,1,Equipment failure
J1587,O5155,In_Progress,2025-07-19 07:00:00,2025-07-19 18:00:00,,Yes,J1492,Pune,0,
J1588,O5040,Completed,2025-07-13 06:00:00,2025-07-13 13:00:00,2025-07-13 12:30:00,No,,Pune,0,
J1589,O5258,Completed,2025-07-24 06:00:00,2025-07-24 18:00:00,2025-07-24 18:39:00,Yes,J1390,Chennai,1,Traffic
J1590,O5218,In_Progress,2025-07-25 04:00:00,2025-07-25 14:00:00,,No,,Delhi,0,
J1591,O5283,In_Progress,2025-07-06 04:00:00,2025-07-06 13:00:00,,Yes,,Hyderabad,0,
J1592,O5232,Not_Started,2025-07-13 08:00:00,2025-07-13 18:00:00,,Yes,,Pune,0,
J1593,O5170,Completed,2025-07-23 07:00:00,2025-07-23 14:00:00,2025-07-23 13:51:00,Yes,,Mumbai,0,
J1594,O5002,In_Progress,2025-07-28 08:00:00,2025-07-28 19:00:00,,No,,Delhi,0,
J1595,O5251,Completed,2025-07-30 06:00:00,2025-07-30 15:00:00,2025-07-30 16:35:00,Yes,,Bengaluru,1,Traffic
J1596,O5328,In_Progress,2025-07-03 06:00:00,2025-07-03 12:00:00,,No,,Chennai,0,
J1597,O5063,Not_Started,2025-07-30 02:00:00,2025-07-30 09:00:00,,Yes,,Bengaluru,0,
J1598,O5490,Completed,2025-07-25 05:00:00,2025-07-25 15:00:00,2025-07-25 17:05:00,Yes,,Pune,1,Dependency delay
J1599,O5333,In_Progress,2025-07-30 06:00:00,2025-07-30 17:00:00,,Yes,J1489,Bengaluru,0,
J1600,O5017,In_Progress,2025-07-21 00:00:00,2025-07-21 11:00:00,,Yes,,Pune,0,
J1601,O5075,Not_Started,2025-07-20 07:00:00,2025-07-20 18:00:00,,Yes,J1253,Pune,0,
J1602,O5308,Completed,2025-07-31 02:00:00,2025-07-31 08:00:00,2025-07-31 07:53:00,Yes,,Chennai,0,
J1603,O5329,Not_Started,2025-07-30 06:00:00,2025-07-30 15:00:00,,Yes,,Hyderabad,0,
J1604,O5498,In_Progress,2025-07-17 03:00:00,2025-07-17 12:00:00,,Yes,J1437,Delhi,0,
J1605,O5129,Completed,2025-07-10 08:00:00,2025-07-10 18:00:00,2025-07-10 20:48:00,Yes,,Hyderabad,1,Traffic
J1606,O5375,In_Progress,2025-07-25 01:00:00,2025-07-25 07:00:00,,Yes,,Bengaluru,0,
J1607,O5397,Not_Started,2025-07-27 02:00:00,2025-07-27 10:00:00,,Yes,,Pune,0,
J1608,O5476,In_Progress,2025-07-13 04:00:00,2025-07-13 10:00:00,,No,,Hyderabad,0,
J1609,O5417,Completed,2025-07-01 01:00:00,2025-07-01 07:00:00,2025-07-01 09:58:00,Yes,,Bengaluru,1,Traffic
J1610,O5335,In_Progress,2025-07-24 06:00:00,2025-07-24 13:00:00,,Yes,J1190,Pune,0,
J1611,O5360,Completed,2025-07-07 07:00:00,2025-07-07 14:00:00,2025-07-07 13:28:00,Yes,,Mumbai,0,
J1612,O5230,Completed,2025-07-27 03:00:00,2025-07-27 10:00:00,2025-07-27 09:48:00,Yes,J1187,Chennai,0,
J1613,O5414,Completed,2025-07-09 06:00:00,2025-07-09 15:00:00,2025-07-09 14:20:00,Yes,,Mumbai,0,
J1614,O5055,In_Progress,2025-07-06 01:00:00,2025-07-06 09:00:00,,Yes,J1127,Hyderabad,0,
J1615,O5141,Completed,2025-07-11 00:00:00,2025-07-11 10:00:00,2025-07-11 11:00:00,No,,Delhi,1,Traffic
J1616,O5389,Completed,2025-07-01 00:00:00,2025-07-01 08:00:00,2025-07-01 07:12:00,Yes,,Delhi,0,
J1617,O5340,Completed,2025-07-26 00:00:00,2025-07-26 06:00:00,2025-07-26 05:47:00,Yes,,Chennai,0,
J1618,O5003,In_Progress,2025-07-20 08:00:00,2025-07-20 20:00:00,,Yes,J1497,Bengaluru,0,
J1619,O5242,In_Progress,2025-07-20 06:00:00,2025-07-20 14:00:00,,Yes,,Pune,0,
J1620,O5455,In_Progress,2025-07-11 03:00:00,2025-07-11 11:00:00,,Yes,,Pune,0,
J1621,O5193,Completed,2025-07-02 05:00:00,2025-07-02 17:00:00,2025-07-02 18:24:00,No,J1411,Chennai,1,Resource shortage
J1622,O5371,Completed,2025-07-01 01:00:00,2025-07-01 13:00:00,2025-07-01 12:27:00,Yes,J1254,Mumbai,0,
J1623,O5188,Completed,2025-07-20 07:00:00,2025-07-20 17:00:00,2025-07-20 18:45:00,No,J1329,Bengaluru,1,Equipment failure
J1624,O5008,Not_Started,2025-07-12 00:00:00,2025-07-12 12:00:00,,No,,Hyderabad,0,
J1625,O5347,Completed,2025-07-08 07:00:00,2025-07-08 16:00:00,2025-07-08 18:36:00,Yes,,Bengaluru,1,Resource shortage
J1626,O5480,Completed,2025-07-22 01:00:00,2025-07-22 12:00:00,2025-07-22 13:38:00,No,,Bengaluru,1,Dependency delay
J1627,O5364,Not_Started,2025-07-28 08:00:00,2025-07-28 18:00:00,,Yes,,Mumbai,0,
J1628,O5366,Completed,2025-07-02 02:00:00,2025-07-02 11:00:00,2025-07-02 10:10:00,No,J1561,Chennai,0,
J1629,O5447,In_Progress,2025-07-06 07:00:00,2025-07-06 13:00:00,,Yes,,Bengaluru,0,
J1630,O5276,Completed,2025-07-08 03:00:00,2025-07-08 10:00:00,2025-07-08 09:12:00,Yes,,Mumbai,0,
J1631,O5358,Completed,2025-07-04 06:00:00,2025-07-04 17:00:00,2025-07-04 16:59:00,Yes,J1334,Delhi,0,
J1632,O5462,Completed,2025-07-25 04:00:00,2025-07-25 11:00:00,2025-07-25 12:05:00,Yes,,Bengaluru,1,Traffic
J1633,O5343,In_Progress,2025-07-22 02:00:00,2025-07-22 12:00:00,,Yes,,Delhi,0,
J1634,O5251,Completed,2025-07-26 05:00:00,2025-07-26 17:00:00,2025-07-26 17:57:00,Yes,,Delhi,1,Power outage
J1635,O5307,Not_Started,2025-07-21 05:00:00,2025-07-21 14:00:00,,Yes,,Delhi,0,
J1636,O5380,Completed,2025-07-24 06:00:00,2025-07-24 17:00:00,2025-07-24 19:44:00,Yes,,Hyderabad,1,Power outage
J1637,O5223,In_Progress,2025-07-08 04:00:00,2025-07-08 10:00:00,,Yes,J1114,Mumbai,0,
J1638,O5045,Completed,2025-07-24 03:00:00,2025-07-24 14:00:00,2025-07-24 13:00:00,Yes,J1376,Pune,0,
J1639,O5065,Not_Started,2025-07-31 06:00:00,2025-07-31 16:00:00,,Yes,,Pune,0,
J1640,O5159,In_Progress,2025-07-19 08:00:00,2025-07-19 15:00:00,,Yes,,Delhi,0,
J1641,O5216,Completed,2025-07-25 05:00:00,2025-07-25 17:00:00,2025-07-25 16:17:00,Yes,,Pune,0,
J1642,O5064,Not_Started,2025-07-22 03:00:00,2025-07-22 09:00:00,,Yes,,Chennai,0,
J1643,O5275,Completed,2025-07-11 02:00:00,2025-07-11 14:00:00,2025-07-11 13:00:00,Yes,J1224,Bengaluru,0,
J1644,O5255,Completed,2025-07-15 02:00:00,2025-07-15 12:00:00,2025-07-15 11:42:00,Yes,J1035,Hyderabad,0,
J1645,O5306,Completed,2025-07-10 08:00:00,2025-07-10 19:00:00,2025-07-10 19:31:00,Yes,,Pune,1,Dependency delay
J1646,O5361,Completed,2025-07-16 03:00:00,2025-07-16 12:00:00,2025-07-16 11:42:00,No,,Chennai,0,
J1647,O5192,In_Progress,2025-07-26 05:00:00,2025-07-26 12:00:00,,Yes,,Delhi,0,
J1648,O5107,Completed,2025-07-30 03:00:00,2025-07-30 14:00:00,2025-07-30 14:13:00,Yes,,Hyderabad,1,Equipment failure
J1649,O5372,Completed,2025-07-10 02:00:00,2025-07-10 08:00:00,2025-07-10 07:25:00,Yes,,Bengaluru,0,
J1650,O5216,Completed,2025-07-16 05:00:00,2025-07-16 17:00:00,2025-07-16 16:35:00,No,,Hyderabad,0,
J1651,O5270,In_Progress,2025-07-10 04:00:00,2025-07-10 15:00:00,,Yes,,Hyderabad,0,
J1652,O5358,In_Progress,2025-07-13 01:00:00,2025-07-13 08:00:00,,Yes,,Chennai,0,
J1653,O5405,Completed,2025-07-28 00:00:00,2025-07-28 12:00:00,2025-07-28 11:01:00,Yes,,Chennai,0,
J1654,O5234,Not_Started,2025-07-06 02:00:00,2025-07-06 11:00:00,,Yes,,Hyderabad,0,
J1655,O5149,In_Progress,2025-07-07 03:00:00,2025-07-07 15:00:00,,Yes,,Mumbai,0,
J1656,O5376,Completed,2025-07-01 05:00:00,2025-07-01 16:00:00,2025-07-01 15:06:00,Yes,,Hyderabad,0,
J1657,O5347,Not_Started,2025-07-13 06:00:00,2025-07-13 17:00:00,,No,,Mumbai,0,
J1658,O5474,Completed,2025-07-04 05:00:00,2025-07-04 14:00:00,2025-07-04 13:49:00,Yes,,Delhi,0,
J1659,O5060,In_Progress,2025-07-21 05:00:00,2025-07-21 15:00:00,,Yes,,Chennai,0,
J1660,O5076,Completed,2025-07-24 06:00:00,2025-07-24 13:00:00,2025-07-24 13:08:00,Yes,J1500,Hyderabad,1,Resource shortage
J1661,O5154,Completed,2025-07-20 02:00:00,2025-07-20 13:00:00,2025-07-20 12:13:00,Yes,,Hyderabad,0,
J1662,O5354,Not_Started,2025-07-22 01:00:00,2025-07-22 13:00:00,,Yes,,Hyderabad,0,
J1663,O5418,Completed,2025-07-13 04:00:00,2025-07-13 15:00:00,2025-07-13 14:19:00,Yes,,Hyderabad,0,
J1664,O5005,Completed,2025-07-04 01:00:00,2025-07-04 07:00:00,2025-07-04 09:05:00,Yes,J1600,Delhi,1,Power outage
J1665,O5293,In_Progress,2025-07-16 04:00:00,2025-07-16 15:00:00,,Yes,,Chennai,0,
J1666,O5406,In_Progress,2025-07-06 06:00:00,2025-07-06 15:00:00,,Yes,,Chennai,0,
J1667,O5359,Not_Started,2025-07-10 02:00:00,2025-07-10 08:00:00,,Yes,,Bengaluru,0,
J1668,O5365,Not_Started,2025-07-06 06:00:00,2025-07-06 18:00:00,,Yes,,Chennai,0,
J1669,O5201,Completed,2025-07-27 08:00:00,2025-07-27 20:00:00,2025-07-27 19:09:00,Yes,,Chennai,0,
J1670,O5032,Completed,2025-07-27 08:00:00,2025-07-27 19:00:00,2025-07-27 18:08:00,Yes,,Chennai,0,
J1671,O5063,Completed,2025-07-31 01:00:00,2025-07-31 08:00:00,2025-07-31 07:05:00,Yes,,Mumbai,0,
J1672,O5092,In_Progress,2025-07-18 07:00:00,2025-07-18 19:00:00,,Yes,,Delhi,0,
J1673,O5020,Completed,2025-07-19 03:00:00,2025-07-19 14:00:00,2025-07-19 13:50:00,Yes,J1262,Mumbai,0,
J1674,O5435,Completed,2025-07-03 01:00:00,2025-07-03 11:00:00,2025-07-03 12:16:00,Yes,,Delhi,1,Dependency delay
J1675,O5087,Completed,2025-07-31 00:00:00,2025-07-31 07:00:00,2025-07-31 06:41:00,Yes,J1531,Bengaluru,0,
J1676,O5463,Completed,2025-07-22 08:00:00,2025-07-22 17:00:00,2025-07-22 16:52:00,Yes,,Pune,0,
J1677,O5355,Completed,2025-07-17 05:00:00,2025-07-17 15:00:00,2025-07-17 17:17:00,Yes,J1101,Pune,1,Power outage
J1678,O5339,In_Progress,2025-07-08 00:00:00,2025-07-08 07:00:00,,Yes,J1220,Delhi,0,
J1679,O5490,Completed,2025-07-20 08:00:00,2025-07-20 15:00:00,2025-07-20 14:23:00,Yes,,Mumbai,0,
J1680,O5065,Not_Started,2025-07-20 06:00:00,2025-07-20 12:00:00,,No,,Hyderabad,0,
J1681,O5133,Not_Started,2025-07-21 02:00:00,2025-07-21 11:00:00,,Yes,,Bengaluru,0,
J1682,O5483,Completed,2025-07-22 06:00:00,2025-07-22 17:00:00,2025-07-22 16:51:00,Yes,,Pune,0,
J1683,O5036,Not_Started,2025-07-24 04:00:00,2025-07-24 15:00:00,,Yes,,Hyderabad,0,
J1684,O5098,Completed,2025-07-12 08:00:00,2025-07-12 18:00:00,2025-07-12 17:50:00,Yes,,Hyderabad,0,
J1685,O5078,Completed,2025-07-26 06:00:00,2025-07-26 15:00:00,2025-07-26 14:59:00,Yes,,Pune,0,
J1686,O5126,In_Progress,2025-07-09 01:00:00,2025-07-09 11:00:00,,Yes,J1561,Delhi,0,
J1687,O5208,In_Progress,2025-07-11 01:00:00,2025-07-11 09:00:00,,Yes,,Delhi,0,
J1688,O5398,Completed,2025-07-05 03:00:00,2025-07-05 11:00:00,2025-07-05 11:00:00,No,J1227,Pune,0,
J1689,O5193,Completed,2025-07-26 01:00:00,2025-07-26 08:00:00,2025-07-26 07:27:00,Yes,,Delhi,0,
J1690,O5156,Completed,2025-07-27 07:00:00,2025-07-27 13:00:00,2025-07-27 12:27:00,Yes,,Chennai,0,
J1691,O5292,Completed,2025-07-18 04:00:00,2025-07-18 14:00:00,2025-07-18 13:54:00,Yes,,Pune,0,
J1692,O5087,Completed,2025-07-31 06:00:00,2025-07-31 13:00:00,2025-07-31 14:28:00,Yes,,Pune,1,Power outage
J1693,O5451,Not_Started,2025-07-16 02:00:00,2025-07-16 10:00:00,,Yes,J1525,Bengaluru,0,
J1694,O5365,Completed,2025-07-22 02:00:00,2025-07-22 09:00:00,2025-07-22 08:36:00,Yes,,Mumbai,0,
J1695,O5136,In_Progress,2025-07-30 05:00:00,2025-07-30 16:00:00,,Yes,,Delhi,0,
J1696,O5347,In_Progress,2025-07-14 07:00:00,2025-07-14 14:00:00,,Yes,,Chennai,0,
J1697,O5181,Completed,2025-07-17 04:00:00,2025-07-17 12:00:00,2025-07-17 13:49:00,Yes,,Bengaluru,1,Power outage
J1698,O5451,Completed,2025-07-10 01:00:00,2025-07-10 09:00:00,2025-07-10 08:34:00,Yes,,Mumbai,0,
J1699,O5432,Not_Started,2025-07-21 01:00:00,2025-07-21 07:00:00,,Yes,,Delhi,0,
J1700,O5483,Completed,2025-07-06 00:00:00,2025-07-06 06:00:00,2025-07-06 07:13:00,Yes,,Delhi,1,Power outage
J1701,O5413,Completed,2025-07-31 06:00:00,2025-07-31 17:00:00,2025-07-31 16:28:00,Yes,,Delhi,0,
J1702,O5069,In_Progress,2025-07-16 08:00:00,2025-07-16 19:00:00,,Yes,,Bengaluru,0,
J1703,O5454,Completed,2025-07-23 01:00:00,2025-07-23 10:00:00,2025-07-23 10:00:00,Yes,,Chennai,0,
J1704,O5466,Completed,2025-07-01 06:00:00,2025-07-01 17:00:00,2025-07-01 16:26:00,Yes,,Hyderabad,0,
J1705,O5125,Not_Started,2025-07-22 08:00:00,2025-07-22 19:00:00,,No,,Hyderabad,0,
J1706,O5310,Completed,2025-07-31 02:00:00,2025-07-31 13:00:00,2025-07-31 12:01:00,No,,Bengaluru,0,
J1707,O5268,Not_Started,2025-07-06 01:00:00,2025-07-06 09:00:00,,Yes,,Mumbai,0,
J1708,O5263,Completed,2025-07-31 00:00:00,2025-07-31 09:00:00,2025-07-31 08:29:00,Yes,,Pune,0,
J1709,O5191,In_Progress,2025-07-11 03:00:00,2025-07-11 15:00:00,,Yes,,Delhi,0,
J1710,O5392,In_Progress,2025-07-10 04:00:00,2025-07-10 13:00:00,,Yes,J1218,Delhi,0,
J1711,O5001,Completed,2025-07-21 06:00:00,2025-07-21 13:00:00,2025-07-21 14:18:00,Yes,,Hyderabad,1,Power outage
J1712,O5018,Completed,2025-07-29 07:00:00,2025-07-29 13:00:00,2025-07-29 12:38:00,No,J1471,Bengaluru,0,
J1713,O5168,Completed,2025-07-12 01:00:00,2025-07-12 07:00:00,2025-07-12 06:38:00,No,,Pune,0,
J1714,O5095,Completed,2025-07-12 00:00:00,2025-07-12 06:00:00,2025-07-12 07:50:00,Yes,J1541,Bengaluru,1,Traffic
J1715,O5263,Completed,2025-07-14 01:00:00,2025-07-14 10:00:00,2025-07-14 10:00:00,Yes,J1672,Mumbai,0,
J1716,O5128,Not_Started,2025-07-16 06:00:00,2025-07-16 14:00:00,,Yes,J1438,Mumbai,0,
J1717,O5456,In_Progress,2025-07-18 04:00:00,2025-07-18 10:00:00,,Yes,,Mumbai,0,
J1718,O5336,Not_Started,2025-07-06 02:00:00,2025-07-06 10:00:00,,No,,Bengaluru,0,
J1719,O5002,Completed,2025-07-29 03:00:00,2025-07-29 09:00:00,2025-07-29 08:48:00,No,J1136,Pune,0,
J1720,O5202,Not_Started,2025-07-24 05:00:00,2025-07-24 11:00:00,,Yes,J1203,Bengaluru,0,
J1721,O5485,Completed,2025-07-31 04:00:00,2025-07-31 10:00:00,2025-07-31 09:34:00,Yes,,Bengaluru,0,
J1722,O5253,In_Progress,2025-07-23 02:00:00,2025-07-23 10:00:00,,No,,Hyderabad,0,
J1723,O5399,Not_Started,2025-07-17 06:00:00,2025-07-17 13:00:00,,No,J1110,Bengaluru,0,
J1724,O5405,Completed,2025-07-05 02:00:00,2025-07-05 10:00:00,2025-07-05 12:08:00,Yes,,Delhi,1,Resource shortage
J1725,O5121,Not_Started,2025-07-22 05:00:00,2025-07-22 14:00:00,,Yes,,Delhi,0,
J1726,O5377,Completed,2025-07-14 07:00:00,2025-07-14 15:00:00,2025-07-14 14:42:00,No,,Delhi,0,
J1727,O5389,Completed,2025-07-08 02:00:00,2025-07-08 13:00:00,2025-07-08 12:28:00,No,J1287,Bengaluru,0,
J1728,O5392,Completed,2025-07-28 04:00:00,2025-07-28 15:00:00,2025-07-28 16:03:00,No,J1723,Delhi,1,Traffic
J1729,O5400,Not_Started,2025-07-23 08:00:00,2025-07-23 18:00:00,,No,J1605,Delhi,0,
J1730,O5322,In_Progress,2025-07-05 03:00:00,2025-07-05 09:00:00,,Yes,J1039,Hyderabad,0,
J1731,O5140,In_Progress,2025-07-30 02:00:00,2025-07-30 11:00:00,,Yes,J1204,Mumbai,0,
J1732,O5046,In_Progress,2025-07-13 06:00:00,2025-07-13 16:00:00,,Yes,,Delhi,0,
J1733,O5324,Completed,2025-07-08 05:00:00,2025-07-08 14:00:00,2025-07-08 13:30:00,Yes,J1437,Mumbai,0,
J1734,O5329,In_Progress,2025-07-10 01:00:00,2025-07-10 09:00:00,,Yes,,Delhi,0,
J1735,O5482,Not_Started,2025-07-23 06:00:00,2025-07-23 13:00:00,,No,,Pune,0,
J1736,O5024,Completed,2025-07-02 00:00:00,2025-07-02 06:00:00,2025-07-02 05:18:00,Yes,,Mumbai,0,
J1737,O5108,Completed,2025-07-16 04:00:00,2025-07-16 14:00:00,2025-07-16 13:54:00,No,,Pune,0,
J1738,O5129,Completed,2025-07-12 05:00:00,2025-07-12 13:00:00,2025-07-12 12:53:00,Yes,J1013,Bengaluru,0,
J1739,O5349,In_Progress,2025-07-25 02:00:00,2025-07-25 10:00:00,,No,,Chennai,0,
J1740,O5414,Completed,2025-07-24 08:00:00,2025-07-24 18:00:00,2025-07-24 17:37:00,Yes,J1282,Pune,0,
J1741,O5107,Completed,2025-07-13 01:00:00,2025-07-13 07:00:00,2025-07-13 06:52:00,Yes,,Chennai,0,
J1742,O5308,Not_Started,2025-07-02 03:00:00,2025-07-02 10:00:00,,Yes,,Delhi,0,
J1743,O5473,Completed,2025-07-03 08:00:00,2025-07-03 18:00:00,2025-07-03 17:39:00,Yes,,Delhi,0,
J1744,O5242,Completed,2025-07-18 02:00:00,2025-07-18 08:00:00,2025-07-18 08:32:00,Yes,,Mumbai,1,Equipment failure
J1745,O5364,Not_Started,2025-07-29 08:00:00,2025-07-29 16:00:00,,Yes,,Pune,0,
J1746,O5229,In_Progress,2025-07-23 01:00:00,2025-07-23 10:00:00,,Yes,J1429,Hyderabad,0,
J1747,O5268,Not_Started,2025-07-26 00:00:00,2025-07-26 07:00:00,,Yes,,Chennai,0,
J1748,O5356,Completed,2025-07-10 00:00:00,2025-07-10 10:00:00,2025-07-10 09:57:00,Yes,,Mumbai,0,
J1749,O5355,Completed,2025-07-24 06:00:00,2025-07-24 15:00:00,2025-07-24 17:55:00,Yes,,Mumbai,1,Power outage
J1750,O5497,Not_Started,2025-07-06 07:00:00,2025-07-06 19:00:00,,Yes,,Delhi,0,
J1751,O5287,Completed,2025-07-13 04:00:00,2025-07-13 11:00:00,2025-07-13 10:49:00,No,J1585,Bengaluru,0,
J1752,O5111,Completed,2025-07-23 00:00:00,2025-07-23 12:00:00,2025-07-23 11:28:00,Yes,,Chennai,0,
J1753,O5362,Not_Started,2025-07-17 04:00:00,2025-07-17 12:00:00,,Yes,,Hyderabad,0,
J1754,O5151,Not_Started,2025-07-09 08:00:00,2025-07-09 14:00:00,,Yes,J1046,Hyderabad,0,
J1755,O5273,Completed,2025-07-10 00:00:00,2025-07-10 11:00:00,2025-07-10 11:37:00,No,,Mumbai,1,Dependency delay
J1756,O5138,Completed,2025-07-21 03:00:00,2025-07-21 15:00:00,2025-07-21 15:53:00,Yes,J1664,Delhi,1,Power outage
J1757,O5177,Not_Started,2025-07-20 05:00:00,2025-07-20 13:00:00,,Yes,J1722,Hyderabad,0,
J1758,O5452,Not_Started,2025-07-09 02:00:00,2025-07-09 11:00:00,,Yes,,Chennai,0,
J1759,O5150,In_Progress,2025-07-02 00:00:00,2025-07-02 12:00:00,,Yes,,Pune,0,
J1760,O5374,Completed,2025-07-06 04:00:00,2025-07-06 10:00:00,2025-07-06 09:26:00,No,,Pune,0,
J1761,O5444,Not_Started,2025-07-04 06:00:00,2025-07-04 17:00:00,,Yes,J1641,Chennai,0,
J1762,O5324,Completed,2025-07-18 03:00:00,2025-07-18 15:00:00,2025-07-18 16:53:00,Yes,,Chennai,1,Equipment failure
J1763,O5104,Completed,2025-07-21 06:00:00,2025-07-21 13:00:00,2025-07-21 12:32:00,Yes,J1743,Chennai,0,
J1764,O5222,In_Progress,2025-07-05 07:00:00,2025-07-05 13:00:00,,Yes,,Pune,0,
J1765,O5235,Not_Started,2025-07-27 02:00:00,2025-07-27 09:00:00,,Yes,,Mumbai,0,
J1766,O5482,Not_Started,2025-07-06 04:00:00,2025-07-06 10:00:00,,Yes,,Hyderabad,0,
J1767,O5453,Completed,2025-07-27 06:00:00,2025-07-27 17:00:00,2025-07-27 16:22:00,Yes,J1146,Mumbai,0,
J1768,O5036,In_Progress,2025-07-08 07:00:00,2025-07-08 18:00:00,,Yes,,Bengaluru,0,
J1769,O5051,In_Progress,2025-07-17 02:00:00,2025-07-17 13:00:00,,Yes,,Hyderabad,0,
J1770,O5006,Not_Started,2025-07-04 06:00:00,2025-07-04 15:00:00,,Yes,J1013,Chennai,0,
J1771,O5390,Completed,2025-07-30 00:00:00,2025-07-30 07:00:00,2025-07-30 06:45:00,Yes,,Hyderabad,0,
J1772,O5137,Completed,2025-07-31 00:00:00,2025-07-31 12:00:00,2025-07-31 12:02:00,Yes,,Mumbai,1,Resource shortage
J1773,O5418,In_Progress,2025-07-28 01:00:00,2025-07-28 08:00:00,,Yes,J1576,Pune,0,
J1774,O5456,Completed,2025-07-27 02:00:00,2025-07-27 10:00:00,2025-07-27 11:24:00,No,J1057,Bengaluru,1,Traffic
J1775,O5278,Completed,2025-07-09 08:00:00,2025-07-09 14:00:00,2025-07-09 14:05:00,Yes,J1303,Hyderabad,1,Resource shortage
J1776,O5052,In_Progress,2025-07-29 06:00:00,2025-07-29 13:00:00,,No,J1229,Chennai,0,
J1777,O5012,Not_Started,2025-07-14 06:00:00,2025-07-14 13:00:00,,Yes,,Mumbai,0,
J1778,O5146,In_Progress,2025-07-30 06:00:00,2025-07-30 17:00:00,,Yes,,Mumbai,0,
J1779,O5421,In_Progress,2025-07-16 02:00:00,2025-07-16 08:00:00,,Yes,J1288,Delhi,0,
J1780,O5182,Completed,2025-07-20 05:00:00,2025-07-20 11:00:00,2025-07-20 10:37:00,No,,Delhi,0,
